repo_id,repo_name,industry_code,industry_name,confidence,reasoning
790865588,teamomuchodisable,J,Information and communication,high,"The repository is focused on software development, as indicated by the programming languages mentioned and the interest in collaboration on projects, which aligns with the Information and communication industry."
810903874,texto-brillo-estrellas,J,Information and communication,high,"The repository is focused on software development, which falls under the information and communication industry."
810904278,texto-girar-aspiral,J,Information and communication,medium,"The repository involves CSS, which is commonly used in web development, a key aspect of the information and communication industry."
763098484,textolaser,J,Information and communication,high,"The repository is related to software development, which falls under the information and communication industry."
750361080,tictactoe,J,Information and communication,high,"The repository is a JavaScript project likely related to software development, which falls under the Information and communication industry."
750359741,toolbaranimado,J,Information and communication,high,"The repository is related to software development and programming, which falls under the Information and communication industry."
777335331,vasodeflores,J,Information and communication,high,"The repository is focused on software development and programming, which falls under the Information and communication industry."
748297354,welcome,J,Information and communication,medium,"The repository involves programming and software development, which falls under the Information and communication industry."
909213551,ACL4SSR,J,Information and communication,high,"The repository focuses on SSR ad-blocking rules and configurations, which are related to internet technologies and communication."
1181357716,agentskills-cn,J,Information and communication,high,"The repository focuses on agent skills and capabilities, which are relevant to software development and communication technologies."
1081717628,blind_watermark,J,Information and communication,high,"The repository focuses on blind watermarking technology, which is related to digital media processing and information security, fitting well within the information and communication industry."
803594694,BWQRichTextView,J,Information and communication,high,"The repository is an Android library for rich text formatting, which falls under software development and communication technologies."
1113095348,ChineseCalendar,J,Information and communication,high,"The repository involves software development for converting calendar systems, which falls under the domain of information technology and communication."
910455725,cobalt,J,Information and communication,high,"The repository is a media downloader tool that facilitates the downloading of public content, which falls under the category of information technology and communication services."
196368528,DartLCN,J,Information and communication,high,"The repository focuses on the localization of documentation for the Dart programming language, which falls under the category of information technology and communication."
32990107,DatePicker,J,Information and communication,high,"The repository is a Java library for an Android date picker, which falls under software development and mobile application development, both of which are part of the information and communication industry."
45989205,dp-issues,J,Information and communication,high,"The repository focuses on Android source code design patterns, which falls under software development and technology, a key aspect of the information and communication industry."
857623382,FlClash,J,Information and communication,high,"The repository is a multi-platform proxy client, which falls under software development and communication technologies."
958965396,gemini-code,J,Information and communication,high,"The repository is a coding assistant powered by AI, which falls under the category of software development and technology, specifically in the information and communication sector."
761548752,HarmonyOSOfficialDemo,J,Information and communication,high,"The repository is focused on application development for HarmonyOS, which falls under the information technology sector."
778165288,hugo-theme-stack,J,Information and communication,high,"The repository is a theme for a blogging platform, which falls under the category of information dissemination and communication."
1028821291,IAmNotADeveloper,J,Information and communication,high,"The repository is an Xposed module for Android, which falls under software development and mobile technology, categorizing it within the information and communication industry."
914720330,iEmo,J,Information and communication,high,"The repository is a WordPress theme, which falls under web development and digital communication, categorizing it in the information and communication industry."
908217358,ios_rule_script,J,Information and communication,high,"The repository focuses on scripts and rules related to internet traffic management and automation, which falls under the information and communication sector."
851478899,ktor-documentation,J,Information and communication,high,"The repository is focused on documentation for the Ktor framework, which is related to software development and communication technologies."
722797358,live,J,Information and communication,high,"The repository focuses on sharing live streaming sources, which falls under the domain of information and communication technologies."
1028354877,LSPosed,J,Information and communication,high,"The LSPosed repository is related to a framework for modifying Android applications and system behavior, which falls under software development and technology, a key aspect of the information and communication industry."
35923428,MultiThreadDownloader,J,Information and communication,high,"The repository is a software tool for Android development, specifically focused on downloading files, which falls under the information technology and communication sector."
770265135,OpenCC,J,Information and communication,high,"The repository focuses on software development for language processing, specifically for converting Chinese characters, which falls under the information and communication sector."
1028714505,PlayIntegrityFix,J,Information and communication,high,"The repository focuses on modifying and fixing aspects of Android application integrity, which falls under the software development and information technology sector."
1028713742,PlayIntegrityFork,J,Information and communication,high,"The repository focuses on modifying and enhancing the Play Integrity API for Android, which falls under software development and communication technologies."
726079883,Pow,J,Information and communication,high,"The repository focuses on providing SwiftUI effects for app development, which falls under the software development and technology sector."
731625189,project-based-learning,J,Information and communication,high,"The repository focuses on project-based tutorials for software development, which falls under the information technology and communication sector."
1028727124,ReVancedXposed,J,Information and communication,high,"The repository focuses on modifying applications related to digital media and communication platforms, specifically targeting ad removal and enhanced functionalities for services like YouTube and Spotify."
906977066,rules,J,Information and communication,high,"The repository focuses on proxy rules, which are typically related to networking and internet communication, placing it within the information and communication industry."
906962509,SSTap-Rule,J,Information and communication,high,"The repository focuses on enhancing a game acceleration tool, which involves network routing and optimization, clearly placing it within the information and communication technology sector."
816766407,Studies,P,Education,medium,"The repository is named 'Studies' and involves learning, which suggests a focus on education, despite the lack of a detailed description."
905063034,vap,R,"Arts, entertainment and recreation",high,"The repository focuses on a video animation player designed for creating and playing animations, which aligns closely with the arts and entertainment sector."
1138264650,werss,J,Information and communication,high,"The repository focuses on analyzing and managing content from WeChat public accounts, which falls under information technology and communication services."
47186418,WheelPicker,J,Information and communication,high,"The repository is focused on a software library for Android development, specifically for creating a wheel picker UI component, which falls under the software and technology sector."
722369393,whisper,J,Information and communication,high,"The repository focuses on speech recognition technology, which falls under the domain of information technology and communication services."
1129446920,Xboard,J,Information and communication,high,"The repository is a modern panel system built on Laravel, focusing on software development and deployment, which falls under the information and communication industry."
1028821160,XposedFakeLocation,J,Information and communication,high,"The repository is an Android application that deals with location spoofing, which falls under software development and mobile applications, a key aspect of the information and communication industry."
1051244833,APKLab,J,Information and communication,high,"The repository focuses on Android reverse-engineering tools, which are primarily used in software development and information technology, aligning it with the Information and communication industry."
680959254,Arduino_Core_STM32,J,Information and communication,high,"The repository provides core support for STM32 microcontrollers in the Arduino IDE, which is related to software development and embedded systems, falling under the information and communication industry."
332639425,ATTabs,J,Information and communication,high,"The repository is a software component for Delphi/Lazarus, which falls under the software development category within the information and communication industry."
91008868,blog,J,Information and communication,high,"The repository is related to a blog, which typically falls under the category of information sharing and communication."
439957870,ChituBoard,C,Manufacturing,high,"The repository is a post-processing script for 3D printing, which is a manufacturing process. It specifically targets the use of Chitu board, commonly associated with manufacturing applications in 3D printing."
1073670759,Collaboration-with-Andy-Big-Rigol-DHO-mod,M,"Professional, scientific activities",high,"The repository involves modifications for an oscilloscope, which is a scientific instrument, indicating a focus on professional and scientific activities."
188485707,Command,J,Information and communication,medium,"The repository is a plugin for a system creator, which suggests it is related to software development and tools, fitting within the information and communication industry."
667718880,cracklock,J,Information and communication,high,"The repository contains source code related to software development, specifically focusing on programming techniques and software testing, which falls under the information and communication industry."
464924978,Creality-Official-Ender-3S1,C,Manufacturing,high,"The repository contains firmware for a 3D printer, which falls under the manufacturing industry as it involves the production and operation of manufacturing equipment."
770582220,DDC264EVM_IO,M,"Professional, scientific activities",high,"The repository involves software development for data acquisition related to a scientific evaluation module, indicating its relevance to professional and scientific activities."
131476710,de10-nano-hardware,M,"Professional, scientific activities",high,"The repository focuses on FPGA hardware design, which falls under professional and scientific activities related to engineering and technology development."
449596252,Ender3S1-Standard,C,Manufacturing,high,"The repository is focused on firmware for a 3D printer, which is a manufacturing technology, indicating a strong connection to the manufacturing industry."
450854006,Ender3V2S1,C,Manufacturing,high,"The repository is focused on firmware for 3D printers, which are a part of the manufacturing industry, particularly in additive manufacturing."
190334577,extrasyn,J,Information and communication,high,"The repository provides highlighters for code editing, which is a tool used in software development, a key aspect of the information and communication industry."
240840022,fourteen-extended,J,Information and communication,high,"The repository focuses on customizing a WordPress theme, which falls under the category of web development and digital communication."
120526314,fpc-markdown,J,Information and communication,high,"The repository is a library for processing Markdown, which is a common task in software development and web content management, placing it squarely in the information and communication sector."
744758778,GCAM-XML-AGC,J,Information and communication,high,"The repository involves configuration files related to camera applications, which falls under software development and technology, a key aspect of the information and communication industry."
228749567,HDLObf,M,"Professional, scientific activities",high,"The repository focuses on obfuscating hardware description languages (HDLs), which is relevant to software engineering and scientific computing, placing it in the professional and scientific activities industry."
707698034,hfs,J,Information and communication,high,"The repository is a web file server, which falls under the category of information technology and communication, specifically related to file sharing and web services."
949194414,HPS2FPGAmapping,J,Information and communication,high,"The repository focuses on embedded Linux systems and FPGA development, which are key components in the field of information technology and communications."
332667749,HtmlViewer,J,Information and communication,high,"The repository is focused on HTML document display components, which are essential for web development and communication technologies."
229424091,internettools,J,Information and communication,high,"The repository provides tools for web scraping, XML/HTML parsing, and HTTP/S requests, which are essential components in the field of information and communication technology."
188486665,IPCoreDraw_Lx64,M,"Professional, scientific activities",high,"The repository is a plugin for creating block images for IPCores, which suggests a focus on technical and scientific applications, fitting within the professional and scientific activities industry."
188486460,IPCoreDraw_Lx86,M,"Professional, scientific activities",high,"The repository involves creating block images for IPCores, which is related to technical and scientific activities in the field of software development and engineering."
188486104,IPCoreDraw_W,M,"Professional, scientific activities",high,"The repository is a plugin for creating block images for IPCores, which indicates a focus on technical and scientific software development."
932962555,kivy-launcher,J,Information and communication,high,"The repository is focused on providing a launcher for Kivy applications, which are primarily developed for mobile and desktop platforms, indicating a strong connection to the software and technology sector."
907165318,kivy_matplotlib_widget,J,Information and communication,high,"The repository focuses on rendering matplotlib graphics in a Kivy application, which is related to software development and data visualization, key aspects of the information and communication industry."
648338919,LaserGRBL,C,Manufacturing,high,"The repository is focused on providing a GUI for laser cutting and engraving, which are processes commonly associated with the manufacturing industry."
179106245,Liofilizador-Microbalanza,M,"Professional, scientific activities",high,"The repository involves code for a microbalance system used in lyophilization, which is related to scientific and technical processes."
179105500,Lyophilizer-Control-and-Instrumentation,C,Manufacturing,high,"The repository is related to the control and instrumentation of a lyophilizer, which is a device used in the manufacturing process, particularly in pharmaceuticals and food processing."
310193724,Marlin,C,Manufacturing,high,"The repository is focused on firmware for 3D printers, which falls under the manufacturing industry as it relates to the production and operation of 3D printing technology."
752309899,MarlinDocumentation,C,Manufacturing,high,"The repository is related to Marlin firmware, which is used in 3D printing, a manufacturing process. The documentation supports the development and usage of firmware for 3D printers, placing it firmly within the manufacturing industry."
749573458,MarlinSimUI,M,"Professional, scientific activities",high,"The repository is related to a simulator UI, which suggests it is used for scientific or technical purposes, likely in fields such as engineering or software development."
198913988,max1000_template,M,"Professional, scientific activities",high,"The repository is focused on a template project for FPGA development, which falls under the category of professional and scientific activities related to technology and engineering."
122437739,mdEditor,J,Information and communication,high,"The repository is a Markdown editor, which is a software tool used for text formatting and documentation, placing it firmly within the information technology sector."
1021150723,mriscoc,M,"Professional, scientific activities",high,"The repository owner is an FPGA system architect with experience in embedded systems, software, hardware, and firmware development, indicating a strong presence in the professional and scientific fields."
647379540,NodePro-ESP32,C,Manufacturing,high,"The repository focuses on controlling and monitoring 3D printers, which falls under the manufacturing sector, particularly in the realm of additive manufacturing and production technology."
797250074,Obfuscapk,J,Information and communication,high,"The repository is focused on obfuscation tools for Android apps, which falls under software development and cybersecurity within the information technology sector."
347828639,OctoPrint-MarlinBft,C,Manufacturing,high,"The repository is related to uploading files to 3D printers using Marlin firmware, which is commonly used in the manufacturing of 3D printed objects."
857983334,OwonB41T,M,"Professional, scientific activities",high,"The repository is focused on developing a software client for a multimeter, which falls under scientific and technical activities related to measurement and data analysis."
797425043,proguard,J,Information and communication,high,"The repository is focused on Java optimization and obfuscation, which are key components in software development and programming, aligning it with the information and communication industry."
641980883,Pronterface-PFEd,C,Manufacturing,high,"The repository focuses on software for 3D printing, which is a key aspect of the manufacturing industry, particularly in additive manufacturing and CNC machining."
1049180615,pyenv-win,J,Information and communication,high,"The repository is focused on a software tool for managing Python versions, which falls under the software development and information technology sector."
942767610,python-for-android,J,Information and communication,high,"The repository focuses on developing tools for packaging Python applications for Android, which falls under software development and mobile application technology."
916423944,python-usbtmc,M,"Professional, scientific activities",high,"The repository provides a driver for controlling scientific instruments over USB, which is relevant to professional and scientific activities."
188484588,Python_L,J,Information and communication,medium,"The repository is a Python launcher plugin, which suggests it is related to software development and tools, fitting within the information and communication industry."
188483834,Python_W,J,Information and communication,medium,"The repository is a Python launcher plugin, which suggests it is related to software development and technology, fitting into the Information and communication industry."
807718188,rd6006,D,"Electricity, gas, steam supply",high,"The repository is focused on controlling a power supply device (RD6006) via a Python module, which directly relates to the electricity supply industry."
779190033,rigol_vendor_bin,M,"Professional, scientific activities",high,"The repository involves a command line utility for decoding and encoding files related to an oscilloscope, which is a scientific instrument used for measuring electronic signals, placing it in the professional and scientific activities industry."
1037756531,risc-v_serv,M,"Professional, scientific activities",high,"The repository focuses on a RISC-V CPU design, which falls under the domain of computer engineering and hardware development, aligning it with professional and scientific activities."
36338898,SBA,J,Information and communication,high,"The repository involves VHDL programming for a Simple Bus Architecture, which is related to hardware design and digital systems, typically associated with the information and communication technology sector."
129702904,SBA-DemoPlugIn,J,Information and communication,high,"The repository is a plugin demo for a system creator, which falls under software development and information technology."
6585221,SBA-Library,J,Information and communication,high,"The repository focuses on VHDL IP cores, which are used in digital design and communication systems, placing it within the information and communication technology sector."
36339026,SBA-Programs,J,Information and communication,high,"The repository involves software development related to system controllers, which falls under the information technology sector."
36339007,SBA-Snippets,J,Information and communication,high,"The repository contains code snippets related to a Simple Bus Architecture, which is typically used in software development and communication technologies."
188487005,sbahdlobf_Lx64,M,"Professional, scientific activities",high,"The repository focuses on a tool for obfuscating HDL code, which is related to hardware design and development, falling under professional and scientific activities in the field of engineering and technology."
192207421,sbahdlobf_W,M,"Professional, scientific activities",high,"The repository focuses on a tool for obfuscating HDL code, which is related to hardware design and engineering, falling under professional and scientific activities."
229377010,SBALibraryMan,P,Education,high,"The repository is a library management application, which is directly related to the education sector."
1036882397,sba_psplugin,J,Information and communication,high,"The repository is a Windows Powershell Plugin, which indicates it is related to software development and IT, placing it in the Information and communication industry."
420619427,service.subtitles.tusubtitulo,J,Information and communication,high,"The repository provides a service related to Kodi, which is a media player application, focusing on subtitle provision and management, categorizing it within the information and communication industry."
188485272,Shell,J,Information and communication,high,"The repository is a terminal launcher plugin, which suggests it is related to software development and programming, fitting well within the Information and communication industry."
780548406,Sparrow-Extended-GUI-for-RIGOL-DHO800_DHO900,M,"Professional, scientific activities",high,"The repository focuses on enhancing the user interface of oscilloscopes, which are scientific instruments used in professional and scientific activities."
422972530,Special_Configurations,M,"Professional, scientific activities",high,"The repository focuses on firmware configurations and custom builds for 3D printers, which falls under professional and scientific activities related to technology and engineering."
572241244,Sv06-Source-Code,C,Manufacturing,high,"The repository is related to a 3D printer, which is a product of the manufacturing industry, specifically in the production of machinery and equipment."
944908790,toga-chart,J,Information and communication,high,"The repository is related to a charting widget for Toga, which is a part of the BeeWare suite, indicating its focus on software development and communication technologies."
120071125,uEControls,J,Information and communication,high,"The repository provides a set of instrumentation controls for software development, specifically for the Lazarus IDE, which is related to programming and software engineering."
262965794,visanet-uy-payment-gateway,K,Financial and insurance activities,high,"The repository is a payment gateway extension for WooCommerce, which is directly related to financial transactions and services."
917405468,WinUsbTmc,M,"Professional, scientific activities",high,"The repository provides tools for communicating with measurement devices, which are commonly used in scientific and engineering applications."
266618018,woo-align-child,J,Information and communication,high,"The repository is related to web development, specifically a WordPress child theme for a WooCommerce plugin, which falls under the information technology and communication sector."
259076116,woocommerce_states_places,G,Wholesale and retail trade,high,"The repository is a WooCommerce plugin designed to enhance e-commerce functionality by providing dropdowns for states and cities, which is directly related to online retail and trade."
228757493,yosys-plugins,M,"Professional, scientific activities",high,"The repository contains plugins for Yosys, which is a framework for digital synthesis and is typically used in professional and scientific applications related to electronics and computer engineering."
529058655,ZyXEL-NAS326,J,Information and communication,high,"The repository focuses on modernizing a NAS (Network Attached Storage) device, which falls under the category of information technology and communication, specifically related to data storage and management."
564290228,1--Agencia-marketing,J,Information and communication,medium,"The repository name suggests a focus on marketing, which often falls under the information and communication sector, though the lack of description and topics limits the certainty."
636980876,apholdings,P,Education,high,"The repository is focused on teaching software development and shares educational content through a YouTube channel, indicating a strong connection to the education industry."
519604338,blog-avanzado-drf-react,J,Information and communication,medium,"The repository involves JavaScript, which is commonly used in web development and applications related to information technology."
584000264,boomslag_ms_authentication,J,Information and communication,medium,"The repository is written in TypeScript, which is commonly used for web and software development, indicating a focus on information technology."
584028977,boomslag_ms_common,J,Information and communication,medium,"The repository is written in TypeScript, which is commonly used for web development and software projects, typically associated with the information and communication industry."
451573598,celery,J,Information and communication,high,"The repository focuses on deploying a distributed task queue and includes deployment instructions for a web monitoring frontend, which are relevant to software development and cloud computing."
637425003,Chatbots_con_Inteligencia_Artificial,J,Information and communication,high,"The repository focuses on creating chatbots using artificial intelligence, which falls under the technology and communication sector."
641489139,Ciencia_de_Datos_con_Python,P,Education,high,"The repository is focused on teaching data science using Python, which falls under the education sector."
637427024,Curso-Hacking-Etico-con-Python,J,Information and communication,high,"The repository focuses on ethical hacking with Python, which falls under the field of information security and technology."
520146780,cursos-online-drf-react,P,Education,medium,"The repository name suggests it is related to online courses, which typically falls under the education sector."
673454658,Curso_Criptomonedas_Ethereum,K,Financial and insurance activities,high,"The repository focuses on creating cryptocurrencies and NFTs using Solidity, which is directly related to the financial technology and blockchain industry."
